date,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,targets
2020-04-14,5.1282595999999785,6.973656046999963,4.972857793999992,6.80174279900001,6.837679465999997,7.788155762999963,7.5369875939999815,5.1282595999999785,6.973656046999963,4.972857793999992,6.80174279900001,6.837679465999997,7.788155762999963,7.5369875939999815,1.7191324789999953,0.3690792890000125,0.6604576759999645,1.1169504810000035,1.9036721239999679,2.84093926700001,2.156200058999957,3.166311797999981,1.615401773999963,3.4479775719999566,1.4666045440000062,1.9473788820000095,2.282464025999957,2.913783862999992,9.401809265999987,7.964342559999977,6.682277660000011,7.430148852000002,8.10031914000001,7.478711916000009,8.576140044999988,1
2020-04-15,-6.186934403999999,-7.5369875939999815,-7.2456092070000295,-6.789116401999991,-6.002394759000026,-5.065127615999984,-5.749866824000037,-6.186934403999999,-7.5369875939999815,-7.2456092070000295,-6.789116401999991,-6.002394759000026,-5.065127615999984,-5.749866824000037,-4.739755085000013,-6.290665109000031,-4.4580893110000375,-6.439462338999988,-5.9586880009999845,-5.623602857000037,-4.992283020000002,1.4957423829999925,0.05827567699998326,-1.223789222999983,-0.47591803099999197,0.19425225700001647,-0.4273549669999852,0.6700731619999942,-1.2917775129999995,-0.019425226000009843,1.427754092999976,1.5928685119999955,0.6021819979999918,-1.0199214780000148,-1.476317158000029,0
2020-04-16,1.155800931999977,-0.3951090920000411,1.4374667059999524,-0.543906321999998,-0.06313198399999465,0.27195315999995273,0.9032729969999878,1.155800931999977,-0.3951090920000411,1.4374667059999524,-0.543906321999998,-0.06313198399999465,0.27195315999995273,0.9032729969999878,7.391298399999982,5.953831693999973,4.671766794000007,5.419637985999998,6.089808274000006,5.468201050000005,6.565629178999984,4.60377850399999,5.87613079099998,7.323310109999966,7.488424528999985,6.497738014999982,4.875634538999975,4.419238858999961,-1.1363757070000133,-0.8935603850000007,-4.778605537000033,-4.574640665999993,-3.3217136050000136,-2.7758647610000367,-3.2731505400000174,1
2020-04-17,5.701303758999984,4.263837052999975,2.9817721530000085,3.7296433449999995,4.399813633000008,3.7782064090000063,4.875634537999986,5.701303758999984,4.263837052999975,2.9817721530000085,3.7296433449999995,4.399813633000008,3.7782064090000063,4.875634537999986,2.913783862999992,4.186136149999982,5.633315468999967,5.798429887999987,4.807743373999983,3.1856398979999767,2.7292442179999625,-2.8263703480000117,-2.583555025999999,-6.468600178000031,-6.264635306999992,-5.011708246000012,-4.465859402000035,-4.963145181000016,-1.20436399700003,-1.6268626579999932,-1.272352288000036,-0.6895955150000077,-0.4079297410000322,-0.3108036130000187,0.5147684819999654,1
2020-04-20,-4.021021732000008,-2.7486694450000186,-1.3014901260000329,-1.1363757070000133,-2.127062221000017,-3.7491656970000236,-4.205561377000038,-4.021021732000008,-2.7486694450000186,-1.3014901260000329,-1.1363757070000133,-2.127062221000017,-3.7491656970000236,-4.205561377000038,-9.761175943000012,-9.518360621,-13.403405773000031,-13.199440901999992,-11.946513841000012,-11.400664997000035,-11.897950776000016,-8.13916959200003,-8.561668252999993,-8.207157883000036,-7.624401110000008,-7.3427353360000325,-7.245609208000019,-6.420037113000035,-6.070383049000043,-4.224986602000001,-3.38970189500003,-3.5839541520000466,-6.196647017000032,-6.0315325980000125,-6.643427209000038,0
2020-04-21,-5.371074921999991,-5.1282595999999785,-9.01330475200001,-8.809339880999971,-7.556412819999991,-7.0105639760000145,-7.507849754999995,-5.371074921999991,-5.1282595999999785,-9.01330475200001,-8.809339880999971,-7.556412819999991,-7.0105639760000145,-7.507849754999995,-3.7490685710000093,-4.171567231999973,-3.8170568620000154,-3.234300088999987,-2.9526343150000116,-2.855508186999998,-2.029936092000014,-1.680282028000022,0.16511441900001955,1.0003991259999907,0.8061468689999742,-1.8065459960000112,-1.6414315769999916,-2.253326188000017,-1.3597658030000161,-2.5544171870000127,-2.7389568319999853,-2.1853378980000002,-1.9036721240000247,-0.6118946120000146,0.6313198369999782,1
2020-04-22,4.555215439999984,4.13271677900002,4.4872271489999775,5.069983922000006,5.351649695999981,5.448775823999995,6.274347918999979,4.555215439999984,4.13271677900002,4.4872271489999775,5.069983922000006,5.351649695999981,5.448775823999995,6.274347918999979,6.624001982999971,8.469398430000012,9.304683136999984,9.110430879999967,6.497738014999982,6.662852434000001,6.050957822999976,6.944518207999977,5.74986682399998,5.565327179000008,6.118946112999993,6.400611886999968,7.692389398999978,8.935603847999971,11.130654358000015,11.839675097999987,12.558408450999991,12.645821967000018,12.509845386999984,12.878924675999997,13.403405771999985,1
2020-04-23,1.1363757069999565,2.981772153999998,3.817056860999969,3.6228046039999526,1.0101117389999672,1.1752261579999868,0.5633315469999616,1.1363757069999565,2.981772153999998,3.817056860999969,3.6228046039999526,1.0101117389999672,1.1752261579999868,0.5633315469999616,1.4568919319999623,0.26224054799996566,0.0777009029999931,0.6313198369999782,0.9129856109999537,2.204763122999964,3.4479775719999566,5.643028082000001,6.352048821999972,7.070782174999977,7.158195691000003,7.02221911099997,7.391298399999982,7.9157794959999705,11.354044455000007,9.18813178299996,7.818459114999996,6.866817304999984,8.012905624999973,8.507277619999968,8.032330849999994,1
2020-04-24,1.3500531899999828,0.1554018059999862,-0.029137838999986343,0.5244810949999987,0.8061468689999742,2.0979243809999844,3.341138829999977,1.3500531899999828,0.1554018059999862,-0.029137838999986343,0.5244810949999987,0.8061468689999742,2.0979243809999844,3.341138829999977,5.536189340000021,6.245210079999993,6.963943432999997,7.051356949000024,6.91538036899999,7.284459658000003,7.808940753999991,11.247205713000028,9.08129304099998,7.711620373000017,6.759978563000004,7.906066882999994,8.400438877999989,7.9254921080000145,11.888238162999983,12.247604839000019,13.024613869999996,13.753059835999977,14.24840309199999,13.558807578000028,14.860297704000004,1
2020-04-27,2.039648704000001,2.7486694439999724,3.467402796999977,3.5548163130000034,3.4188397329999702,3.7879190219999828,4.312400117999971,2.039648704000001,2.7486694439999724,3.467402796999977,3.5548163130000034,3.4188397329999702,3.7879190219999828,4.312400117999971,7.750665077000008,5.584752404999961,4.215079736999996,3.263437926999984,4.409526246999974,4.903898241999968,4.428951471999994,8.391697526999963,8.751064202999999,9.528073233999976,10.256519199999957,10.75186245599997,10.062266942000008,11.363757067999984,8.37227230100001,8.799627267999995,7.663251560999981,5.944119081999986,6.711318372999983,6.546301079999978,7.303884883999956,0
