Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,targets
1998-01-21,-0.5757030000000043,-0.5757030000000043,-0.9656640000000039,-1.0770760000000053,-0.8913879999999992,-0.3528829999999985,0.18571399999999727,0.35280600000000106,0.2507090000000005,1.309227,1.6899409999999975,1.4299120000000016,1.4392119999999977,1.9592049999999972,1.7641939999999963,1
1998-01-22,-0.38996099999999956,-0.38996099999999956,-0.501373000000001,-0.3156849999999949,0.2228200000000058,0.7614170000000016,0.9285090000000054,0.8264120000000048,1.8849300000000042,2.2656440000000018,2.005615000000006,2.014915000000002,2.5349080000000015,2.3398970000000006,3.1569750000000028,1
1998-01-23,-0.1114120000000014,-0.1114120000000014,0.07427600000000467,0.6127810000000053,1.1513780000000011,1.318470000000005,1.2163730000000044,2.2748910000000038,2.6556050000000013,2.3955760000000055,2.4048760000000016,2.924869000000001,2.729858,3.5469360000000023,3.5469360000000023,1
1998-01-26,0.18568800000000607,0.18568800000000607,0.7241930000000067,1.2627900000000025,1.4298820000000063,1.3277850000000058,2.386303000000005,2.7670170000000027,2.506988000000007,2.516288000000003,3.0362810000000025,2.8412700000000015,3.6583480000000037,3.6583480000000037,3.974121000000004,1
1998-01-27,0.5385050000000007,0.5385050000000007,1.0771019999999965,1.2441940000000002,1.1420969999999997,2.200614999999999,2.5813289999999967,2.321300000000001,2.330599999999997,2.8505929999999964,2.6555819999999954,3.4726599999999976,3.4726599999999976,3.7884329999999977,3.7605359999999948,1
1998-01-28,0.5385969999999958,0.5385969999999958,0.7056889999999996,0.603591999999999,1.6621099999999984,2.042823999999996,1.7827950000000001,1.7920949999999962,2.3120879999999957,2.1170769999999948,2.934154999999997,2.934154999999997,3.249927999999997,3.222030999999994,3.4726909999999975,1
1998-01-29,0.1670920000000038,0.1670920000000038,0.06499500000000324,1.1235130000000026,1.5042270000000002,1.2441980000000044,1.2534980000000004,1.773491,1.578479999999999,2.395558000000001,2.395558000000001,2.7113310000000013,2.6834339999999983,2.9340940000000018,3.268402000000002,1
1998-01-30,-0.10209700000000055,-0.10209700000000055,0.9564209999999989,1.3371349999999964,1.0771060000000006,1.0864059999999967,1.6063989999999961,1.4113879999999952,2.2284659999999974,2.2284659999999974,2.5442389999999975,2.5163419999999945,2.767001999999998,3.101309999999998,2.6277879999999953,1
1998-02-02,1.0585179999999994,1.0585179999999994,1.439231999999997,1.1792030000000011,1.1885029999999972,1.7084959999999967,1.5134849999999958,2.330562999999998,2.330562999999998,2.646335999999998,2.618438999999995,2.8690989999999985,3.2034069999999986,2.729884999999996,2.9991719999999944,1
1998-02-03,0.38071399999999755,0.38071399999999755,0.12068500000000171,0.1299849999999978,0.6499779999999973,0.45496699999999635,1.2720449999999985,1.2720449999999985,1.5878179999999986,1.5599209999999957,1.810580999999999,2.144888999999999,1.6713669999999965,1.940653999999995,1.9220879999999951,1
1998-02-04,-0.26002899999999585,-0.26002899999999585,-0.25072899999999976,0.2692639999999997,0.07425299999999879,0.891331000000001,0.891331000000001,1.207104000000001,1.1792069999999981,1.4298670000000016,1.7641750000000016,1.290652999999999,1.5599399999999974,1.5413739999999976,1.3927690000000013,1
1998-02-05,0.00929999999999609,0.00929999999999609,0.5292929999999956,0.33428199999999464,1.1513599999999968,1.1513599999999968,1.467132999999997,1.439235999999994,1.6898959999999974,2.0242039999999974,1.5506819999999948,1.8199689999999933,1.8014029999999934,1.652797999999997,2.061374999999998,1
1998-02-06,0.5199929999999995,0.5199929999999995,0.32498199999999855,1.1420600000000007,1.1420600000000007,1.4578330000000008,1.4299359999999979,1.6805960000000013,2.0149040000000014,1.5413819999999987,1.8106689999999972,1.7921029999999973,1.643498000000001,2.052075000000002,2.330615999999999,1
