Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,targets
1999-03-11,0.21628199999999964,0.21628199999999964,-0.8651240000000016,0.37849400000000344,0.7569730000000021,0.4325449999999975,1.2976990000000015,0.13518100000000288,-0.40552499999999725,-1.9465029999999999,-0.513657000000002,1.0814129999999977,0.5947839999999971,2.2168729999999996,1.8924519999999987,1.216583,2.162810999999998,3.8389779999999973,3.933609000000004,3.4334640000000007,3.8119470000000035,4.1093329999999995,3.7849080000000015,3.136054999999999,1.5139810000000011,2.1357730000000004,0.7840229999999977,-1.3247110000000006,-0.35144400000000076,1.8113519999999994,1
1999-03-12,-1.0814060000000012,-1.0814060000000012,0.1622120000000038,0.5406910000000025,0.21626299999999787,1.0814170000000018,-0.08110099999999676,-0.6218069999999969,-2.1627849999999995,-0.7299390000000017,0.8651309999999981,0.37850199999999745,2.000591,1.676169999999999,1.0003010000000003,1.9465289999999982,3.6226959999999977,3.7173270000000045,3.217182000000001,3.595665000000004,3.893051,3.568626000000002,2.9197729999999993,1.2976990000000015,1.9194910000000007,0.567740999999998,-1.5409930000000003,-0.5677260000000004,1.5950699999999998,2.8386759999999995,1
1999-03-15,1.243618000000005,1.243618000000005,1.6220970000000037,1.297668999999999,2.162823000000003,1.0003050000000044,0.4595990000000043,-1.0813789999999983,0.35146699999999953,1.9465369999999993,1.4599079999999987,3.081997000000001,2.7575760000000002,2.0817070000000015,3.0279349999999994,4.704101999999999,4.798733000000006,4.298588000000002,4.677071000000005,4.974457000000001,4.650032000000003,4.0011790000000005,2.3791050000000027,3.000897000000002,1.6491469999999993,-0.4595869999999991,0.5136800000000008,2.676476000000001,3.9200820000000007,4.541882000000001,1
1999-03-16,0.3784789999999987,0.3784789999999987,0.054050999999994076,0.919204999999998,-0.24331300000000056,-0.7840190000000007,-2.3249970000000033,-0.8921510000000055,0.7029189999999943,0.21628999999999365,1.8383789999999962,1.5139579999999953,0.8380889999999965,1.7843169999999944,3.460483999999994,3.5551150000000007,3.0549699999999973,3.433453,3.730838999999996,3.406413999999998,2.7575609999999955,1.1354869999999977,1.757278999999997,0.40552899999999426,-1.703205000000004,-0.7299380000000042,1.432857999999996,2.6764639999999957,3.298263999999996,4.399936999999994,1
1999-03-17,-0.3244280000000046,-0.3244280000000046,0.5407259999999994,-0.6217919999999992,-1.1624979999999994,-2.703476000000002,-1.2706300000000041,0.3244399999999956,-0.16218900000000502,1.4598999999999975,1.1354789999999966,0.45960999999999785,1.4058379999999957,3.082004999999995,3.176636000000002,2.6764909999999986,3.0549740000000014,3.3523599999999973,3.0279349999999994,2.379081999999997,0.757007999999999,1.3787999999999982,0.027049999999995578,-2.0816840000000028,-1.1084170000000029,1.0543789999999973,2.297984999999997,2.9197849999999974,4.0214579999999955,3.271248,1
1999-03-18,0.865154000000004,0.865154000000004,-0.29736399999999463,-0.8380699999999948,-2.3790479999999974,-0.9462019999999995,0.6488680000000002,0.16223899999999958,1.7843280000000021,1.4599070000000012,0.7840380000000025,1.7302660000000003,3.406433,3.5010640000000066,3.0009190000000032,3.379402000000006,3.676788000000002,3.352363000000004,2.7035100000000014,1.0814360000000036,1.7032280000000029,0.3514780000000002,-1.7572559999999982,-0.7839889999999983,1.378807000000002,2.6224130000000017,3.244213000000002,4.345886,3.5956760000000045,1.9465290000000053,1
1999-03-19,-1.1625179999999986,-1.1625179999999986,-1.7032239999999987,-3.2442020000000014,-1.8113560000000035,-0.21628600000000375,-0.7029150000000044,0.9191739999999982,0.5947529999999972,-0.08111600000000152,0.8651119999999963,2.541278999999996,2.6359100000000026,2.1357649999999992,2.514248000000002,2.811633999999998,2.487209,1.8383559999999974,0.21628199999999964,0.8380739999999989,-0.5136760000000038,-2.622410000000002,-1.6491430000000022,0.5136529999999979,1.7572589999999977,2.379058999999998,3.480731999999996,2.7305220000000006,1.0813750000000013,0.7028999999999996,1
1999-03-22,-0.5407060000000001,-0.5407060000000001,-2.0816840000000028,-0.6488380000000049,0.9462319999999949,0.4596029999999942,2.0816919999999968,1.7572709999999958,1.081401999999997,2.027629999999995,3.7037969999999945,3.7984280000000012,3.298282999999998,3.6767660000000006,3.9741519999999966,3.6497269999999986,3.000873999999996,1.3787999999999982,2.0005919999999975,0.6488419999999948,-1.4598920000000035,-0.48662500000000364,1.6761709999999965,2.9197769999999963,3.5415769999999966,4.643249999999995,3.893039999999999,2.243893,1.8654179999999982,2.162796,1
1999-03-23,-1.5409780000000026,-1.5409780000000026,-0.10813200000000478,1.486937999999995,1.0003089999999943,2.622397999999997,2.297976999999996,1.6221079999999972,2.568335999999995,4.244502999999995,4.339134000000001,3.838988999999998,4.217472000000001,4.514857999999997,4.190432999999999,3.541579999999996,1.9195059999999984,2.5412979999999976,1.189547999999995,-0.9191860000000034,0.05408099999999649,2.2168769999999967,3.4604829999999964,4.082282999999997,5.183955999999995,4.433745999999999,2.784599,2.4061239999999984,2.7035020000000003,2.4601889999999997,1
1999-03-24,1.4328459999999978,1.4328459999999978,3.0279159999999976,2.541286999999997,4.1633759999999995,3.8389549999999986,3.163086,4.109313999999998,5.785480999999997,5.880112000000004,5.379967000000001,5.758450000000003,6.055835999999999,5.731411000000001,5.082557999999999,3.460484000000001,4.082276,2.7305259999999976,0.6217919999999992,1.5950589999999991,3.7578549999999993,5.001460999999999,5.623260999999999,6.7249339999999975,5.974724000000002,4.325577000000003,3.947102000000001,4.244480000000003,4.001167000000002,3.271220999999997,1
1999-03-25,1.5950699999999998,1.5950699999999998,1.1084409999999991,2.7305300000000017,2.4061090000000007,1.730240000000002,2.676468,4.352634999999999,4.447266000000006,3.9471210000000028,4.3256040000000056,4.6229900000000015,4.2985650000000035,3.649712000000001,2.027638000000003,2.6494300000000024,1.2976799999999997,-0.8110539999999986,0.16221300000000127,2.3250090000000014,3.568615000000001,4.1904150000000016,5.292088,4.541878000000004,2.892731000000005,2.514256000000003,2.811634000000005,2.5683210000000045,1.8383749999999992,3.2171710000000004,1
1999-03-26,-0.48662900000000064,-0.48662900000000064,1.135460000000002,0.811039000000001,0.13517000000000223,1.081398,2.7575649999999996,2.8521960000000064,2.352051000000003,2.730534000000006,3.0279200000000017,2.7034950000000038,2.054642000000001,0.4325680000000034,1.0543600000000026,-0.29739000000000004,-2.4061239999999984,-1.4328569999999985,0.7299390000000017,1.9735450000000014,2.595345000000002,3.697018,2.9468080000000043,1.297661000000005,0.9191860000000034,1.2165640000000053,0.9732510000000048,0.24330499999999944,1.6221010000000007,-0.08110399999999629,1
1999-03-29,1.6220890000000026,1.6220890000000026,1.2976680000000016,0.6217990000000029,1.5680270000000007,3.2441940000000002,3.338825000000007,2.8386800000000036,3.2171630000000064,3.5145490000000024,3.1901240000000044,2.541271000000002,0.919197000000004,1.5409890000000033,0.1892390000000006,-1.9194949999999977,-0.9462279999999978,1.2165680000000023,2.460174000000002,3.0819740000000024,4.183647000000001,3.433437000000005,1.7842900000000057,1.405815000000004,1.703193000000006,1.4598800000000054,0.7299340000000001,2.1087300000000013,0.40552500000000435,1.0543480000000045,1
1999-03-30,-0.32442100000000096,-0.32442100000000096,-1.0002899999999997,-0.05406200000000183,1.6221049999999977,1.7167360000000045,1.216591000000001,1.5950740000000039,1.8924599999999998,1.5680350000000018,0.9191819999999993,-0.7028919999999985,-0.08109999999999928,-1.432850000000002,-3.5415840000000003,-2.5683170000000004,-0.40552100000000024,0.8380849999999995,1.4598849999999999,2.561557999999998,1.8113480000000024,0.16220100000000315,-0.21627399999999852,0.0811040000000034,-0.16220899999999716,-0.8921550000000025,0.48664099999999877,-1.2165639999999982,-0.567740999999998,-0.10811600000000254,1
1999-03-31,-0.6758689999999987,-0.6758689999999987,0.27035899999999913,1.9465259999999986,2.0411570000000054,1.541012000000002,1.9194950000000048,2.2168810000000008,1.8924560000000028,1.2436030000000002,-0.37847099999999756,0.24332100000000167,-1.108429000000001,-3.2171629999999993,-2.2438959999999994,-0.08109999999999928,1.1625060000000005,1.7843060000000008,2.885978999999999,2.1357690000000034,0.4866220000000041,0.10814700000000244,0.40552500000000435,0.1622120000000038,-0.5677340000000015,0.8110619999999997,-0.8921429999999972,-0.2433199999999971,0.21630499999999842,0.946228000000005,1
