date,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,targets
2020-04-14,4.015454196999997,6.67593985900001,5.9044979189999935,7.457272079000006,7.909257933000021,8.713238898000014,8.426519643999995,4.015454196999997,6.67593985900001,5.9044979189999935,7.457272079000006,7.909257933000021,8.713238898000014,8.426519643999995,5.261629636999999,5.058878871000019,5.395148434000021,5.627570044000009,6.0429618569999946,7.111112235000007,6.705610702000001,8.426519643999995,8.149591767999993,10.60238152300002,8.485861330999995,8.416629362000009,8.751909897000019,9.227632427000003,12.67934059000001,11.462835994000017,9.643024240000017,9.900171553000007,9.989184085000005,9.682585364999994,10.503478711000014,10.048525772000005,11.373823463000008,11.967240339,12.046362589000012,11.403494305999999,10.641942647999997,10.276002241000015,7.397930391000017,5.217123371000014,1.142327487000017,1.6530616120000161,3.061042054000012,4.143533339000015,3.06005302600002,5.953949326000014,6.1616452330000016,6.428682827000017,6.715500984000016,7.477052642000018,8.011127829999992,8.436409924999992,8.584764144000019,10.325453648000007,10.639964592000013,10.493588428999999,8.288055705999994,8.307836268000017,7.81332220500002,7.783651361000011,7.64518742300001,7.773761080000014,8.505641894000007,8.525422456000001,9.524340865,10.252463371999994,1
2020-04-15,-3.32313450700002,-3.525885273,-3.189615709999998,-2.9571941000000095,-2.5418022870000243,-1.4736519090000115,-1.8791534420000175,-3.32313450700002,-3.525885273,-3.189615709999998,-2.9571941000000095,-2.5418022870000243,-1.4736519090000115,-1.8791534420000175,-0.15824450000002344,-0.43517237600002545,2.0176173790000007,-0.09890281300002357,-0.16813478200000986,0.16714575299999979,0.6428682829999843,4.094576445999991,2.8780718499999978,1.058260095999998,1.315407408999988,1.4044199409999862,1.0978212209999754,1.918714566999995,1.463761627999986,2.789059318999989,3.382476194999981,3.461598444999993,2.81873016199998,2.057178503999978,1.6912380969999958,-1.186833753000002,-3.367640773000005,-7.442436657000002,-6.931702532000003,-5.523722090000007,-4.441230805000004,-5.524711117999999,-2.6308148180000046,-2.4231189110000173,-2.1560813170000017,-1.8692631600000027,-1.1077115020000008,-0.5736363140000265,-0.14835421900002643,0.0,1.7406895039999881,2.0552004479999937,1.9088242849999801,-0.29670843800002444,-0.276927876000002,-0.7714419389999989,-0.8011127830000078,-0.9395767210000088,-0.8110030640000048,-0.07912225000001172,-0.05934168800001771,0.9395767209999804,1.6676992279999752,4.272601508999998,4.064905603,4.312162633999975,3.600062382999994,3.135219162999988,3.2241327919999776,3.441817881999981,1
2020-04-16,2.175861879999985,1.8989340039999831,4.351723759000009,2.235203566999985,2.1659715979999987,2.5012521330000084,2.976974662999993,2.175861879999985,1.8989340039999831,4.351723759000009,2.235203566999985,2.1659715979999987,2.5012521330000084,2.976974662999993,6.428682825999999,5.212178230000006,3.3923664760000065,3.6495137889999967,3.738526320999995,3.431927600999984,4.252820947000004,3.7978680079999947,5.123165698999998,5.71658257499999,5.795704825000001,5.152836541999989,4.391284883999987,4.025344477000004,1.1472726270000067,-1.0335343929999965,-5.108330276999993,-4.597596151999994,-3.189615709999998,-2.107124424999995,-3.1906047379999904,-0.296708437999996,-0.08901253100000872,0.17802506300000687,0.4648432200000059,1.2263948780000078,1.7604700659999821,2.185752160999982,2.3341063800000086,4.074795883999997,4.389306828000002,4.242930664999989,2.037397941999984,2.0571785040000066,1.5626644410000097,1.5329935970000008,1.3945296589999998,1.5231033160000038,2.254984129999997,2.274764691999991,3.273683100999989,4.001805607999984,6.606707889000006,6.399011983000008,6.646269013999984,5.934168763000002,5.4693255429999965,5.558239171999986,5.7759242619999895,7.724309672999993,4.6088710719999995,3.758306882999989,2.7494981929999938,3.6692943520000085,4.055015320999985,3.431927600999984,1
2020-04-17,2.2450938480000104,1.0285892520000175,-0.7912225019999823,-0.5340751889999922,-0.44506265699999403,-0.7516613770000049,0.06923196900001471,2.2450938480000104,1.0285892520000175,-0.7912225019999823,-0.5340751889999922,-0.44506265699999403,-0.7516613770000049,0.06923196900001471,-0.38572096999999417,0.9395767210000088,1.5329935970000008,1.6121158470000125,0.9692475639999998,0.20769590599999788,-0.15824450099998444,-3.036316350999982,-5.217123370999985,-9.291919254999982,-8.781185129999983,-7.373204687999987,-6.290713402999984,-7.374193715999979,-4.480297415999985,-4.272601508999998,-4.005563914999982,-3.718745757999983,-2.957194099999981,-2.4231189120000067,-1.9978368170000067,-1.8494825979999803,-0.10879309399999215,0.2057178500000134,0.059341686999999865,-2.1461910360000047,-2.1264104739999823,-2.620924536999979,-2.650595380999988,-2.789059318999989,-2.660485661999985,-1.928604847999992,-1.908824285999998,-0.9099058769999999,-0.1817833700000051,2.4231189110000173,2.2154230050000194,2.4626800359999947,1.7505797850000135,1.2857365650000077,1.3746501939999973,1.5923352840000007,3.5407206950000045,0.4252820940000106,-0.425282095,-1.434090784999995,-0.5142946259999803,-0.128573657000004,-0.7516613770000049,2.5516925680000213,4.092598390000006,4.025344477000004,4.6088710719999995,4.618761354000014,4.638541916000008,5.944059043999999,1
2020-04-20,-1.8494825980000087,-0.5241849070000058,0.06923196899998629,0.148354218999998,-0.49451406400001474,-1.2560657220000166,-1.622006128999999,-1.8494825980000087,-0.5241849070000058,0.06923196899998629,0.148354218999998,-0.49451406400001474,-1.2560657220000166,-1.622006128999999,-4.500077978999997,-6.680884999,-10.755680882999997,-10.244946757999998,-8.836966316000002,-7.754475030999998,-8.837955343999994,-5.944059043999999,-5.736363137000012,-5.4693255429999965,-5.1825073859999975,-4.420955727999996,-3.8868805400000213,-3.4615984450000212,-3.313244225999995,-1.5725547220000067,-1.2580437780000011,-1.4044199410000147,-3.6099526640000192,-3.590172101999997,-4.084686164999994,-4.114357009000003,-4.252820947000004,-4.12424729,-3.3923664760000065,-3.3725859140000125,-2.3736675050000144,-1.6455449980000196,0.9593572830000028,0.7516613770000049,0.9989184079999802,0.286818156999999,-0.17802506300000687,-0.0891114340000172,0.12857365599998616,2.07695906699999,-1.038479534000004,-1.8890437230000146,-2.8978524130000096,-1.9780562539999949,-1.5923352850000185,-2.2154230050000194,1.0879309400000068,2.6288367619999917,2.56158284899999,3.145109443999985,3.154999726,3.174780287999994,4.480297415999985,4.7275544480000065,4.490187696999982,3.748416601999992,2.4527897549999977,3.016337981999982,2.9670843810000065,3.6346783669999922,0
2020-04-21,-2.2648744119999833,-4.445681431999986,-8.520477315999983,-8.009743190999984,-6.601762748999988,-5.519271463999985,-6.60275177699998,-2.2648744119999833,-4.445681431999986,-8.520477315999983,-8.009743190999984,-6.601762748999988,-5.519271463999985,-6.60275177699998,-3.708855476999986,-3.5011595699999987,-3.234121975999983,-2.947303818999984,-2.185752160999982,-1.6516769730000078,-1.2263948780000078,-1.0780406589999814,0.6626488450000068,0.9771597890000123,0.8307836259999988,-1.3747490970000058,-1.3549685349999834,-1.8494825979999803,-1.8791534419999891,-2.01761737999999,-1.8890437229999861,-1.157162908999993,-1.137382346999999,-0.138463938000001,0.5896585689999938,3.194560850000016,2.9868649440000183,3.2341219749999937,2.5220217240000125,2.0571785040000066,2.1460921329999962,2.3637772229999996,4.312162634000003,1.1967240330000095,0.3461598439999989,-0.6626488459999962,0.2571473130000186,0.6428682819999949,0.019780561999994006,3.32313450700002,4.864040329000005,4.796786416000003,5.380313010999998,5.390203293000013,5.409983855000007,6.715500982999998,6.96275801500002,6.725391263999995,5.983620169000005,4.687993322000011,5.251541548999995,5.20228794800002,5.869881934000006,1.5923352840000007,2.5022411610000006,1.4538713459999997,-0.1879153449999933,-0.7467162359999975,0.11373823400001015,0.2670375940000156,1
2020-04-22,3.881935399000014,4.089631306000001,4.356668900000017,4.643487057000016,5.405038715000018,5.939113902999992,6.364395997999992,3.881935399000014,4.089631306000001,4.356668900000017,4.643487057000016,5.405038715000018,5.939113902999992,6.364395997999992,6.512750217000018,8.253439721000007,8.567950665000012,8.421574501999999,6.216041778999994,6.235822341000016,5.7413082780000195,5.711637434000011,5.57317349600001,5.701747153000014,6.433627967000007,6.453408529000001,7.452326937999999,8.180449444999994,10.785351726000016,10.577655820000018,10.824912850999993,10.112812600000012,9.647969380000006,9.736883008999996,9.954568099,11.902953510000003,8.78751490900001,7.936950719999999,6.928142030000004,7.847938189000018,8.233659157999995,7.610571437999994,10.91392538300002,12.454831205000005,12.387577292000003,12.971103886999998,12.980994169000013,13.000774731000007,14.306291858999998,14.55354889100002,14.316182139999995,13.574411045000005,12.278784198000011,12.842332424999995,12.79307882400002,13.460672810000005,9.18312616,10.093032037,9.044662222,7.4028755310000065,6.844074640000002,7.70452911000001,7.857828470000015,6.225932060000019,8.035853532999994,8.164427189000008,8.498718695999997,7.452821451999995,8.139701486000007,9.469944317,1
2020-04-23,0.712100251999999,2.452789755999987,2.7673006999999927,2.620924536999979,0.4153918139999746,0.43517237599999703,-0.059341686999999865,0.712100251999999,2.452789755999987,2.7673006999999927,2.620924536999979,0.4153918139999746,0.43517237599999703,-0.059341686999999865,-0.08901253100000872,-0.22747646900000973,-0.09890281200000572,0.6329780019999873,0.6527585639999813,1.6516769729999794,2.379799479999974,4.984701760999997,4.777005854999999,5.024262885999974,4.312162634999993,3.847319414999987,3.9362330439999766,4.15391813399998,6.102303544999984,2.98686494399999,2.1363007549999793,1.1274920649999842,2.047288223999999,2.4330091929999753,1.8099214729999744,5.113275418000001,6.654181239999986,6.586927326999984,7.170453921999979,7.180344203999994,7.200124765999988,8.505641893999979,8.752898926,8.515532174999976,7.773761079999986,6.478134232999992,7.041682459999976,6.992428859,7.660022844999986,3.382476194999981,4.292382071999981,3.24401225699998,1.6022255659999871,1.043424674999983,1.9038791449999906,2.057178504999996,0.425282095,2.2352035679999744,2.363777223999989,2.698068730999978,1.6521714869999755,2.3390515209999876,3.66929435199998,6.181425794999996,7.086386530999988,7.73419995499998,7.862773610999994,8.10014036199999,8.752898926,7.279247015999999,1
2020-04-24,0.4055015320000166,0.2670375940000156,0.3956112510000196,1.1274920650000126,1.1472726270000067,2.1461910360000047,2.8743135429999995,0.4055015320000166,0.2670375940000156,0.3956112510000196,1.1274920650000126,1.1472726270000067,2.1461910360000047,2.8743135429999995,5.479215824000022,5.271519918000024,5.518776948999999,4.806676698000018,4.341833478000012,4.430747107000002,4.648432197000005,6.596817608000009,3.4813790070000152,2.6308148180000046,1.6220061280000095,2.5418022870000243,2.9275232560000006,2.3044355359999997,5.607789481000026,7.148695303000011,7.081441390000009,7.664967985000004,7.674858267000019,7.694638829000013,9.000155957000004,9.247412989000026,9.010046238000001,8.268275143000011,6.972648296000017,7.536196523000001,7.486942922000026,8.154536908000011,3.8769902580000064,4.786896135000006,3.7385263200000054,2.0967396290000124,1.5379387380000082,2.398393208000016,2.5516925680000213,0.9197961580000253,2.7297176309999998,2.8582912870000143,3.1925827940000033,2.146685550000001,2.833565584000013,4.163808415000005,6.675939858000021,7.580900594000013,8.228714018000005,8.35728767400002,8.594654425000016,9.247412989000026,7.773761079000025,8.55509330000001,8.723228081000002,9.356206083000018,9.46499917700001,9.732036771000026,9.514450583000013,9.494670020000001,1
2020-04-27,2.106629910999999,1.898934005000001,2.1461910359999763,1.434090784999995,0.9692475649999892,1.0581611939999789,1.2758462839999822,2.106629910999999,1.898934005000001,2.1461910359999763,1.434090784999995,0.9692475649999892,1.0581611939999789,1.2758462839999822,3.224231694999986,0.10879309399999215,-0.7417710950000185,-1.7505797850000135,-0.8307836259999988,-0.44506265700002245,-1.0681503770000234,2.235203568000003,3.776109389999988,3.708855476999986,4.292382071999981,4.302272353999996,4.32205291599999,5.627570043999981,5.8748270760000025,5.637460324999978,4.895689229999988,3.600062382999994,4.163610609999978,4.114357009000003,4.781950994999988,0.5044043449999833,1.4143102219999832,0.3659404069999823,-1.2758462840000107,-1.8346471750000148,-0.9741927050000072,-0.8208933450000018,-2.4527897549999977,-0.6428682820000233,-0.5142946260000087,-0.18000311900001975,-1.2259003630000223,-0.5390203290000102,0.7912225019999823,3.303353944999998,4.20831468099999,4.856128104999982,4.984701760999997,5.222068511999993,5.8748270760000025,4.401175166000002,5.182507386999987,5.350642167999979,5.983620169999995,6.092413263999987,6.359450858000002,6.14186466999999,6.122084106999978,7.6649679859999935,7.338588703999989,7.289137297999986,8.199043173999996,8.268275142999983,7.714419391999996,7.6748582669999905,1
