ticker,date,adj_close,dividend
EWUS,2012-01-26,20.2559532195,0.0
EWUS,2012-01-27,20.2559532195,0.0
EWUS,2012-01-30,20.2559532195,0.0
EWUS,2012-01-31,20.2559532195,0.0
EWUS,2012-02-01,20.2559532195,0.0
EWUS,2012-02-02,20.2559532195,0.0
EWUS,2012-02-03,21.0466563303,0.0
EWUS,2012-02-06,21.0466563303,0.0
EWUS,2012-02-07,21.0466563303,0.0
EWUS,2012-02-08,21.0466563303,0.0
EWUS,2012-02-09,21.2792160687,0.0
EWUS,2012-02-10,21.2792160687,0.0
EWUS,2012-02-13,21.2792160687,0.0
EWUS,2012-02-14,21.2792160687,0.0
EWUS,2012-02-15,21.2792160687,0.0
EWUS,2012-02-16,21.2792160687,0.0
EWUS,2012-02-17,21.2792160687,0.0
EWUS,2012-02-21,21.6280556764,0.0
EWUS,2012-02-22,21.6280556764,0.0
EWUS,2012-02-23,21.7598395282,0.0
EWUS,2012-02-24,22.1164311272,0.0
EWUS,2012-02-27,21.8838713887,0.0
EWUS,2012-02-28,22.0234072318,0.0
EWUS,2012-02-29,22.0311592231,0.0
EWUS,2012-03-01,22.2172070139,0.0
EWUS,2012-03-02,22.0621671882,0.0
EWUS,2012-03-05,21.8683674062,0.0
EWUS,2012-03-06,21.0156483652,0.0
EWUS,2012-03-07,21.3024720426,0.0
EWUS,2012-03-08,21.8063514759,0.0
EWUS,2012-03-09,21.6047997026,0.0
EWUS,2012-03-12,21.58929572,0.0
EWUS,2012-03-13,22.0311592231,0.0
EWUS,2012-03-14,22.0621671882,0.0
EWUS,2012-03-15,22.000151258,0.0
EWUS,2012-03-16,22.3489908656,0.0
EWUS,2012-03-19,22.3722468395,0.0
EWUS,2012-03-20,22.0621671882,0.0
EWUS,2012-03-21,22.1164311272,0.0
EWUS,2012-03-22,21.8761193975,0.0
EWUS,2012-03-23,21.7830955021,0.0
EWUS,2012-03-26,22.4807747174,0.0
EWUS,2012-03-27,22.4497667523,0.0
EWUS,2012-03-28,21.9923992667,0.0
EWUS,2012-03-29,21.8993753713,0.0
EWUS,2012-03-30,22.1551910836,0.0
EWUS,2012-04-02,22.5660466215,0.0
EWUS,2012-04-03,22.2792229441,0.0
EWUS,2012-04-04,21.7830955021,0.0
EWUS,2012-04-05,21.5737917375,0.0
EWUS,2012-04-09,21.5582877549,0.0
EWUS,2012-04-10,21.395495938,0.0
EWUS,2012-04-11,21.4652638595,0.0
EWUS,2012-04-12,21.9846472754,0.0
EWUS,2012-04-13,21.697823598,0.0
EWUS,2012-04-16,21.6590636416,0.0
EWUS,2012-04-17,21.6590636416,0.0
EWUS,2012-04-18,22.1319351098,0.0
EWUS,2012-04-19,22.1009271446,0.0
EWUS,2012-04-20,22.1009271446,0.0
EWUS,2012-04-23,21.7598395282,0.0
EWUS,2012-04-24,21.7598395282,0.0
EWUS,2012-04-25,22.1706950662,0.0
EWUS,2012-04-26,22.1706950662,0.0
EWUS,2012-04-27,22.1706950662,0.0
EWUS,2012-04-30,22.1706950662,0.0
EWUS,2012-05-01,22.1706950662,0.0
EWUS,2012-05-02,22.6280625518,0.0
EWUS,2012-05-03,22.6280625518,0.0
EWUS,2012-05-04,21.8451114323,0.0
EWUS,2012-05-07,21.8451114323,0.0
EWUS,2012-05-08,21.3179760252,0.0
EWUS,2012-05-09,21.0156483652,0.0
EWUS,2012-05-10,21.0156483652,0.0
EWUS,2012-05-11,21.3567359816,0.0
EWUS,2012-05-14,21.3567359816,0.0
EWUS,2012-05-15,21.3567359816,0.0
EWUS,2012-05-16,20.5505288883,0.0
EWUS,2012-05-17,20.5505288883,0.0
EWUS,2012-05-18,19.8140897165,0.0
EWUS,2012-05-21,20.0388974636,0.0
EWUS,2012-05-22,20.0388974636,0.0
EWUS,2012-05-23,19.7908337426,0.0
EWUS,2012-05-24,19.7908337426,0.0
EWUS,2012-05-25,19.7908337426,0.0
EWUS,2012-05-29,20.131921359,0.0
EWUS,2012-05-30,19.7133138298,0.0
EWUS,2012-05-31,19.7133138298,0.0
EWUS,2012-06-01,19.7133138298,0.0
EWUS,2012-06-04,19.3102102832,0.0
EWUS,2012-06-05,19.2171863878,0.0
EWUS,2012-06-06,19.2171863878,0.0
EWUS,2012-06-07,20.2171932631,0.0
EWUS,2012-06-08,20.2171932631,0.0
EWUS,2012-06-11,20.2171932631,0.0
EWUS,2012-06-12,19.9071136119,0.0
EWUS,2012-06-13,19.7443217949,0.0
EWUS,2012-06-14,19.7443217949,0.0
EWUS,2012-06-15,19.7443217949,0.0
EWUS,2012-06-18,19.7443217949,0.0
EWUS,2012-06-19,19.7443217949,0.0
EWUS,2012-06-20,20.9148724785,0.0
EWUS,2012-06-21,20.8809846486,0.3163
EWUS,2012-06-22,20.3475860926,0.0
EWUS,2012-06-25,20.3475860926,0.0
EWUS,2012-06-26,20.3475860926,0.0
EWUS,2012-06-27,20.3475860926,0.0
EWUS,2012-06-28,19.9004725971,0.0
EWUS,2012-06-29,19.9004725971,0.0
EWUS,2012-07-02,20.9123610343,0.0
EWUS,2012-07-03,20.9123610343,0.0
EWUS,2012-07-05,20.8025436845,0.0
EWUS,2012-07-06,20.8025436845,0.0
EWUS,2012-07-09,20.6456617563,0.0
EWUS,2012-07-10,20.6456617563,0.0
EWUS,2012-07-11,20.5358444065,0.0
EWUS,2012-07-12,20.5358444065,0.0
EWUS,2012-07-13,20.6927263347,0.0
EWUS,2012-07-16,20.6927263347,0.0
EWUS,2012-07-17,20.7633232024,0.0
EWUS,2012-07-18,20.7633232024,0.0
EWUS,2012-07-19,20.7633232024,0.0
EWUS,2012-07-20,21.0849311553,0.0
EWUS,2012-07-23,20.4417152495,0.0
EWUS,2012-07-24,20.4417152495,0.0
EWUS,2012-07-25,20.4417152495,0.0
EWUS,2012-07-26,20.9045169378,0.0
EWUS,2012-07-27,21.291230891,0.0
EWUS,2012-07-30,21.0927752517,0.0
EWUS,2012-07-31,21.0927752517,0.0
EWUS,2012-08-01,21.0535547697,0.0
EWUS,2012-08-02,20.716258624,0.0
EWUS,2012-08-03,20.716258624,0.0
EWUS,2012-08-06,20.716258624,0.0
EWUS,2012-08-07,20.716258624,0.0
EWUS,2012-08-08,20.716258624,0.0
EWUS,2012-08-09,20.716258624,0.0
EWUS,2012-08-10,20.716258624,0.0
EWUS,2012-08-13,20.716258624,0.0
EWUS,2012-08-14,20.716258624,0.0
EWUS,2012-08-15,20.716258624,0.0
EWUS,2012-08-16,20.716258624,0.0
EWUS,2012-08-17,20.716258624,0.0
EWUS,2012-08-20,20.716258624,0.0
EWUS,2012-08-21,20.716258624,0.0
EWUS,2012-08-22,22.0262227248,0.0
EWUS,2012-08-23,22.0262227248,0.0
EWUS,2012-08-24,22.0262227248,0.0
EWUS,2012-08-27,22.0262227248,0.0
EWUS,2012-08-28,22.0262227248,0.0
EWUS,2012-08-29,22.0262227248,0.0
EWUS,2012-08-30,22.0262227248,0.0
EWUS,2012-08-31,22.0419109176,0.0
EWUS,2012-09-04,22.0419109176,0.0
EWUS,2012-09-05,21.9085612786,0.0
EWUS,2012-09-06,21.9085612786,0.0
EWUS,2012-09-07,21.9085612786,0.0
EWUS,2012-09-10,21.9085612786,0.0
EWUS,2012-09-11,21.9085612786,0.0
EWUS,2012-09-12,21.9085612786,0.0
EWUS,2012-09-13,21.9085612786,0.0
EWUS,2012-09-14,21.9085612786,0.0
EWUS,2012-09-17,21.9085612786,0.0
EWUS,2012-09-18,21.9085612786,0.0
EWUS,2012-09-19,23.8487985261,0.0
EWUS,2012-09-20,23.7754562246,0.0
EWUS,2012-09-21,23.7754562246,0.0
EWUS,2012-09-24,23.7205475497,0.0
EWUS,2012-09-25,23.7205475497,0.0
EWUS,2012-09-26,23.7205475497,0.0
EWUS,2012-09-27,23.3518750184,0.0
EWUS,2012-09-28,23.3518750184,0.0
EWUS,2012-10-01,23.3518750184,0.0
EWUS,2012-10-02,23.3518750184,0.0
EWUS,2012-10-03,23.3518750184,0.0
EWUS,2012-10-04,23.3518750184,0.0
EWUS,2012-10-05,23.3518750184,0.0
EWUS,2012-10-08,23.3518750184,0.0
EWUS,2012-10-09,23.4067836933,0.0
EWUS,2012-10-10,23.4067836933,0.0
EWUS,2012-10-11,23.4303159825,0.0
EWUS,2012-10-12,23.4224718861,0.0
EWUS,2012-10-15,23.4224718861,0.0
EWUS,2012-10-16,23.4224718861,0.0
EWUS,2012-10-17,24.010700676,0.0
EWUS,2012-10-18,24.010700676,0.0
EWUS,2012-10-19,23.7754562246,0.0
EWUS,2012-10-22,23.7754562246,0.0
EWUS,2012-10-23,23.516601043,0.0
EWUS,2012-10-24,23.516601043,0.0
EWUS,2012-10-25,23.516601043,0.0
EWUS,2012-10-26,23.516601043,0.0
EWUS,2012-10-31,23.516601043,0.0
EWUS,2012-11-01,23.516601043,0.0
EWUS,2012-11-02,24.010779117,0.0
EWUS,2012-11-05,24.010779117,0.0
EWUS,2012-11-06,23.8931176708,0.0
EWUS,2012-11-07,23.7519239354,0.0
EWUS,2012-11-08,23.4538482717,0.0
EWUS,2012-11-09,23.4538482717,0.0
EWUS,2012-11-12,23.4538482717,0.0
EWUS,2012-11-13,23.1008639332,0.0
EWUS,2012-11-14,22.9204497157,0.0
EWUS,2012-11-15,22.8420087516,0.0
EWUS,2012-11-16,22.8420087516,0.0
EWUS,2012-11-19,23.0224229691,0.0
EWUS,2012-11-20,23.0224229691,0.0
EWUS,2012-11-21,23.2342135722,0.0
EWUS,2012-11-23,23.2342135722,0.0
EWUS,2012-11-26,23.5244451394,0.0
EWUS,2012-11-27,23.5715097179,0.0
EWUS,2012-11-28,23.4852246574,0.0
EWUS,2012-11-29,23.4852246574,0.0
EWUS,2012-11-30,23.744079839,0.0
EWUS,2012-12-03,23.8068326103,0.0
EWUS,2012-12-04,23.8068326103,0.0
EWUS,2012-12-05,23.9794811723,0.0
EWUS,2012-12-06,23.9794811723,0.0
EWUS,2012-12-07,23.9950909242,0.0
EWUS,2012-12-10,23.8695853816,0.0
EWUS,2012-12-11,23.9010402082,0.0
EWUS,2012-12-12,24.1597385078,0.0
EWUS,2012-12-13,24.0343114062,0.0
EWUS,2012-12-14,24.0343114062,0.0
EWUS,2012-12-17,24.0343114062,0.0
EWUS,2012-12-18,24.5104009938,0.6069
EWUS,2012-12-19,24.6303931658,0.0
EWUS,2012-12-20,24.6303931658,0.0
EWUS,2012-12-21,24.6303931658,0.0
EWUS,2012-12-24,24.6303931658,0.0
EWUS,2012-12-26,24.6303931658,0.0
EWUS,2012-12-27,24.6303931658,0.0
EWUS,2012-12-28,24.4384056907,0.0
EWUS,2012-12-31,24.4384056907,0.0
EWUS,2013-01-02,25.0783639412,0.0
EWUS,2013-01-03,25.0783639412,0.0
EWUS,2013-01-04,24.9503722911,0.0
EWUS,2013-01-07,25.0943628974,0.0
EWUS,2013-01-08,24.7503853378,0.0
EWUS,2013-01-09,24.766384294,0.0
EWUS,2013-01-10,24.766384294,0.0
EWUS,2013-01-11,25.2783508944,0.0
EWUS,2013-01-14,25.1423597662,0.0
EWUS,2013-01-15,25.1423597662,0.0
EWUS,2013-01-16,25.0383665505,0.0
EWUS,2013-01-17,25.0863634193,0.0
EWUS,2013-01-18,25.0863634193,0.0
EWUS,2013-01-22,25.0863634193,0.0
EWUS,2013-01-23,25.0543655068,0.0
EWUS,2013-01-24,25.1823571569,0.0
EWUS,2013-01-25,25.4623388914,0.0
EWUS,2013-01-28,25.2943498507,0.0
EWUS,2013-01-29,25.2943498507,0.0
EWUS,2013-01-30,25.1983561131,0.0
EWUS,2013-01-31,25.3583456757,0.0
EWUS,2013-02-01,25.5263347165,0.0
EWUS,2013-02-04,25.4463399352,0.0
EWUS,2013-02-05,25.4703383696,0.0
EWUS,2013-02-06,25.4703383696,0.0
EWUS,2013-02-07,25.5743315853,0.0
EWUS,2013-02-08,25.5743315853,0.0
EWUS,2013-02-11,25.742320626,0.0
EWUS,2013-02-12,25.8703122761,0.0
EWUS,2013-02-13,26.0702992294,0.0
EWUS,2013-02-14,25.7903174948,0.0
EWUS,2013-02-15,25.7903174948,0.0
EWUS,2013-02-19,25.8783117543,0.0
EWUS,2013-02-20,25.6543263666,0.0
EWUS,2013-02-21,25.3583456757,0.0
EWUS,2013-02-22,25.7023232354,0.0
EWUS,2013-02-25,25.0943628974,0.0
EWUS,2013-02-26,25.25435246,0.0
EWUS,2013-02-27,25.5743315853,0.0
EWUS,2013-02-28,25.6063294978,0.0
EWUS,2013-03-01,25.4863373258,0.0
EWUS,2013-03-04,25.1023623755,0.0
EWUS,2013-03-05,26.0143028825,0.0
EWUS,2013-03-06,25.9663060137,0.0
EWUS,2013-03-07,25.9663060137,0.0
EWUS,2013-03-08,25.8143159292,0.0
EWUS,2013-03-11,25.7903174948,0.0
EWUS,2013-03-12,25.6863242791,0.0
EWUS,2013-03-13,25.7503201042,0.0
EWUS,2013-03-14,26.4302757453,0.0
EWUS,2013-03-15,26.3422814859,0.0
EWUS,2013-03-18,26.2622867046,0.0
EWUS,2013-03-19,26.2622867046,0.0
EWUS,2013-03-20,26.2622867046,0.0
EWUS,2013-03-21,26.286285139,0.0
EWUS,2013-03-22,26.286285139,0.0
EWUS,2013-03-25,26.2702861827,0.0
EWUS,2013-03-26,26.1742924451,0.0
EWUS,2013-03-27,26.1742924451,0.0
EWUS,2013-03-28,26.4222762672,0.0
EWUS,2013-04-01,26.4222762672,0.0
EWUS,2013-04-02,26.3422814859,0.0
EWUS,2013-04-03,26.3422814859,0.0
EWUS,2013-04-04,25.8863112324,0.0
EWUS,2013-04-05,25.7263216698,0.0
EWUS,2013-04-08,25.7263216698,0.0
EWUS,2013-04-09,25.7743185386,0.0
EWUS,2013-04-10,26.1822919233,0.0
EWUS,2013-04-11,26.6462616549,0.0
EWUS,2013-04-12,26.6462616549,0.0
EWUS,2013-04-15,25.9895045003,0.0
EWUS,2013-04-16,25.9343081012,0.0
EWUS,2013-04-17,25.5743315853,0.0
EWUS,2013-04-18,25.4463399352,0.0
EWUS,2013-04-19,25.5903305415,0.0
EWUS,2013-04-22,25.4303409789,0.0
EWUS,2013-04-23,26.0862981857,0.0
EWUS,2013-04-24,26.0862981857,0.0
EWUS,2013-04-25,26.0862981857,0.0
EWUS,2013-04-26,26.0862981857,0.0
EWUS,2013-04-29,26.9502418238,0.0
EWUS,2013-04-30,26.9502418238,0.0
EWUS,2013-05-01,26.9742402582,0.0
EWUS,2013-05-02,26.9742402582,0.0
EWUS,2013-05-03,27.2542219928,0.0
EWUS,2013-05-06,27.3822136429,0.0
EWUS,2013-05-07,27.142229299,0.0
EWUS,2013-05-08,27.3342167741,0.0
EWUS,2013-05-09,27.3742141648,0.0
EWUS,2013-05-10,27.1902261678,0.0
EWUS,2013-05-13,27.2222240803,0.0
EWUS,2013-05-14,27.2222240803,0.0
EWUS,2013-05-15,27.5022058149,0.0
EWUS,2013-05-16,27.6781943338,0.0
EWUS,2013-05-17,27.9181786777,0.0
EWUS,2013-05-20,27.9101791996,0.0
EWUS,2013-05-21,28.0061729372,0.0
EWUS,2013-05-22,27.4862068586,0.0
EWUS,2013-05-23,27.3822136429,0.0
EWUS,2013-05-24,27.0862329521,0.0
EWUS,2013-05-28,27.4622084242,0.0
EWUS,2013-05-29,27.0622345177,0.0
EWUS,2013-05-30,27.4222110336,0.0
EWUS,2013-05-31,27.142229299,0.0
EWUS,2013-06-03,27.4222110336,0.0
EWUS,2013-06-04,27.1342298209,0.0
EWUS,2013-06-05,26.8622475644,0.0
EWUS,2013-06-06,26.8622475644,0.0
EWUS,2013-06-07,26.8622475644,0.0
EWUS,2013-06-10,26.8622475644,0.0
EWUS,2013-06-11,26.7718534615,0.0
EWUS,2013-06-12,26.7718534615,0.0
EWUS,2013-06-13,26.6759397187,0.0
EWUS,2013-06-14,26.9902392145,0.0
EWUS,2013-06-17,27.2302235584,0.0
EWUS,2013-06-18,27.1902261678,0.0
EWUS,2013-06-19,27.1662277334,0.0
EWUS,2013-06-20,26.3182830515,0.0
EWUS,2013-06-21,26.0143028825,0.0
EWUS,2013-06-24,25.5743315853,0.0
EWUS,2013-06-25,26.0303018388,0.0
EWUS,2013-06-26,26.0303018388,0.0
EWUS,2013-06-27,26.2309671478,0.3916
EWUS,2013-06-28,26.1755892942,0.0
EWUS,2013-07-01,26.5959428259,0.0
EWUS,2013-07-02,26.4745001646,0.0
EWUS,2013-07-03,26.6526160678,0.0
EWUS,2013-07-05,26.8712128582,0.0
EWUS,2013-07-08,27.1221943582,0.0
EWUS,2013-07-09,27.1545790679,0.0
EWUS,2013-07-10,27.1707714227,0.0
EWUS,2013-07-11,28.1018318261,0.0
EWUS,2013-07-12,28.5228330519,0.0
EWUS,2013-07-15,27.8751388583,0.0
EWUS,2013-07-16,27.6160611809,0.0
EWUS,2013-07-17,27.9965815196,0.0
EWUS,2013-07-18,28.2718515519,0.0
EWUS,2013-07-19,28.2961400842,0.0
EWUS,2013-07-22,28.4985445197,0.0
EWUS,2013-07-23,28.4337751003,0.0
EWUS,2013-07-24,28.3932942132,0.0
EWUS,2013-07-25,28.369005681,0.0
EWUS,2013-07-26,28.3771018584,0.0
EWUS,2013-07-29,28.3609095035,0.0
EWUS,2013-07-30,28.2961400842,0.0
EWUS,2013-07-31,28.3366209713,0.0
EWUS,2013-08-01,28.7252374874,0.0
EWUS,2013-08-02,29.1057578262,0.0
EWUS,2013-08-05,29.332450794,0.0
EWUS,2013-08-06,29.2433928424,0.0
EWUS,2013-08-07,29.2352966649,0.0
EWUS,2013-08-08,30.0287220521,0.0
EWUS,2013-08-09,29.7210673102,0.0
EWUS,2013-08-12,29.5186628746,0.0
EWUS,2013-08-13,29.7129711327,0.0
EWUS,2013-08-14,29.737259665,0.0
EWUS,2013-08-15,28.8385839713,0.0
EWUS,2013-08-16,29.4377011004,0.0
EWUS,2013-08-19,29.2110081327,0.0
EWUS,2013-08-20,29.332450794,0.0
EWUS,2013-08-21,29.5024705198,0.0
EWUS,2013-08-22,29.486278165,0.0
EWUS,2013-08-23,29.6016486932,0.0
EWUS,2013-08-26,29.5753361166,0.0
EWUS,2013-08-27,29.1543348907,0.0
EWUS,2013-08-28,28.2637553745,0.0
EWUS,2013-08-29,29.0571807617,0.0
EWUS,2013-08-30,28.8515378552,0.0
EWUS,2013-09-03,29.2730248517,0.0
EWUS,2013-09-04,29.4522742198,0.0
EWUS,2013-09-05,29.7615481973,0.0
EWUS,2013-09-06,29.9153755682,0.0
EWUS,2013-09-09,30.271526413,0.0
EWUS,2013-09-10,30.6926086006,0.0
EWUS,2013-09-11,31.00835952,0.0
EWUS,2013-09-12,30.7816665522,0.0
EWUS,2013-09-13,31.0407442297,0.0
EWUS,2013-09-16,31.2350524878,0.0
EWUS,2013-09-17,31.00835952,0.0
EWUS,2013-09-18,31.566995762,0.0
EWUS,2013-09-19,31.3771404015,0.0
EWUS,2013-09-20,30.8950130361,0.0
EWUS,2013-09-23,30.8787397195,0.0
EWUS,2013-09-24,31.00835952,0.0
EWUS,2013-09-25,30.9678786329,0.0
EWUS,2013-09-26,30.9840709877,0.0
EWUS,2013-09-27,30.9840709877,0.0
EWUS,2013-09-30,30.4659156328,0.0
EWUS,2013-10-01,31.1126382852,0.0
EWUS,2013-10-02,31.1378983587,0.0
EWUS,2013-10-03,30.8059550845,0.0
EWUS,2013-10-04,30.5384573825,0.0
EWUS,2013-10-07,30.5873582941,0.0
EWUS,2013-10-08,29.9558564553,0.0
EWUS,2013-10-09,29.5591437617,0.0
EWUS,2013-10-10,30.700704778,0.0
EWUS,2013-10-11,30.9597824555,0.0
EWUS,2013-10-14,30.1258761812,0.0
EWUS,2013-10-15,31.162186891,0.0
EWUS,2013-10-16,31.25934102,0.0
EWUS,2013-10-17,31.7855925523,0.0
EWUS,2013-10-18,32.1661128911,0.0
EWUS,2013-10-21,32.4251905686,0.0
EWUS,2013-10-22,32.5546484455,0.0
EWUS,2013-10-23,32.222786133,0.0
EWUS,2013-10-24,32.5952102944,0.0
EWUS,2013-10-25,32.3037479073,0.0
EWUS,2013-10-28,32.1417433971,0.0
EWUS,2013-10-29,32.1337281814,0.0
EWUS,2013-10-30,32.2454554298,0.0
EWUS,2013-10-31,32.1013434717,0.0
EWUS,2013-11-01,31.8341696169,0.0
EWUS,2013-11-04,31.8584581491,0.0
EWUS,2013-11-05,31.7613040201,0.0
EWUS,2013-11-06,31.9960931653,0.0
EWUS,2013-11-07,31.7694001975,0.0
EWUS,2013-11-08,31.7936887298,0.0
EWUS,2013-11-11,31.8163580265,0.0
EWUS,2013-11-12,31.5946846888,0.0
EWUS,2013-11-13,31.4130874292,0.0
EWUS,2013-11-14,31.4941301652,0.0
EWUS,2013-11-15,31.7612230583,0.0
EWUS,2013-11-18,31.6964536389,0.0
EWUS,2013-11-19,31.6479575362,0.0
EWUS,2013-11-20,31.4374569233,0.0
EWUS,2013-11-21,31.5750109776,0.0
EWUS,2013-11-22,31.7774963749,0.0
EWUS,2013-11-25,31.8289071015,0.0
EWUS,2013-11-26,31.9232275685,0.0
EWUS,2013-11-27,32.4009020363,0.0
EWUS,2013-11-29,32.6275950041,0.0
EWUS,2013-12-02,32.0819126459,0.0
EWUS,2013-12-03,31.9556122782,0.0
EWUS,2013-12-04,31.9395008851,0.0
EWUS,2013-12-05,32.0224867037,0.0
EWUS,2013-12-06,32.1823052459,0.0
EWUS,2013-12-09,32.4899599879,0.0
EWUS,2013-12-10,32.7975337681,0.0
EWUS,2013-12-11,32.4736866713,0.0
EWUS,2013-12-12,32.2388975261,0.0
EWUS,2013-12-13,32.0446702298,0.0
EWUS,2013-12-16,32.3409903234,0.0
EWUS,2013-12-17,32.376613504,0.0
EWUS,2013-12-18,32.6788049455,0.2833
EWUS,2013-12-19,33.0212475123,0.0
EWUS,2013-12-20,33.143466895,0.0
EWUS,2013-12-23,33.3066163179,0.0
EWUS,2013-12-24,33.4207638402,0.0
EWUS,2013-12-26,33.5593715458,0.0
EWUS,2013-12-27,33.836586957,0.0
EWUS,2013-12-30,34.073035396,0.0
EWUS,2013-12-31,34.3665575961,0.0
EWUS,2014-01-02,33.9507344793,0.0
EWUS,2014-01-03,34.3665575961,0.0
EWUS,2014-01-06,34.073035396,0.0
EWUS,2014-01-07,34.3648453833,0.0
EWUS,2014-01-08,34.3277474385,0.0
EWUS,2014-01-09,34.3991711739,0.0
EWUS,2014-01-10,34.8476078685,0.0
EWUS,2014-01-13,34.6030060351,0.0
EWUS,2014-01-14,34.8149942907,0.0
EWUS,2014-01-15,34.7497671351,0.0
EWUS,2014-01-16,34.6599982623,0.0
EWUS,2014-01-17,34.5051653017,0.0
EWUS,2014-01-21,34.6600797962,0.0
EWUS,2014-01-22,34.9536019963,0.0
EWUS,2014-01-23,34.708918629,0.0
EWUS,2014-01-24,33.3994019468,0.0
EWUS,2014-01-27,33.3881502624,0.0
EWUS,2014-01-28,33.7795131959,0.0
EWUS,2014-01-29,33.2332357679,0.0
EWUS,2014-01-30,33.689825857,0.0
EWUS,2014-01-31,33.1109348512,0.0
EWUS,2014-02-03,32.5381588913,0.0
EWUS,2014-02-04,32.7766456789,0.0
EWUS,2014-02-05,33.0620144845,0.0
EWUS,2014-02-06,33.4289172347,0.0
EWUS,2014-02-07,33.8039733792,0.0
EWUS,2014-02-10,33.9833480571,0.0
EWUS,2014-02-11,34.3665575961,0.0
EWUS,2014-02-12,34.6600797962,0.0
EWUS,2014-02-13,34.8612240372,0.0
EWUS,2014-02-14,35.2226640131,0.0
EWUS,2014-02-18,35.6196527887,0.0
EWUS,2014-02-19,35.4835726354,0.0
EWUS,2014-02-20,35.5153708738,0.0
EWUS,2014-02-21,35.7444812577,0.0
EWUS,2014-02-24,35.8260967362,0.0
EWUS,2014-02-25,35.9442394217,0.0
EWUS,2014-02-26,35.5161862132,0.0
EWUS,2014-02-27,36.0461568523,0.0
EWUS,2014-02-28,36.5683002327,0.0
EWUS,2014-03-03,35.6711007077,0.0
EWUS,2014-03-04,36.5027469414,0.0
EWUS,2014-03-05,36.331525658,0.0
EWUS,2014-03-06,36.5598207025,0.0
EWUS,2014-03-07,36.1195374023,0.0
EWUS,2014-03-10,35.8830889633,0.0
EWUS,2014-03-11,35.8178618078,0.0
EWUS,2014-03-12,35.4209545661,0.0
EWUS,2014-03-13,35.0188291519,0.0
EWUS,2014-03-14,34.9862155741,0.0
EWUS,2014-03-17,35.4591124521,0.0
EWUS,2014-03-18,35.475419241,0.0
EWUS,2014-03-19,35.2634309853,0.0
EWUS,2014-03-20,34.8883748407,0.0
EWUS,2014-03-21,34.5622390629,0.0
EWUS,2014-03-24,34.5133186962,0.0
EWUS,2014-03-25,34.601619958,0.0
EWUS,2014-03-26,34.9372952074,0.0
EWUS,2014-03-27,34.8476894025,0.0
EWUS,2014-03-28,35.0595961241,0.0
EWUS,2014-03-31,35.1982038298,0.0
EWUS,2014-04-01,35.3205862804,0.0
EWUS,2014-04-02,35.5080328188,0.0
EWUS,2014-04-03,35.4183454798,0.0
EWUS,2014-04-04,35.2634309853,0.0
EWUS,2014-04-07,35.0708478085,0.0
EWUS,2014-04-08,34.6338258661,0.0
EWUS,2014-04-09,35.3530367903,0.0
EWUS,2014-04-10,34.8313010796,0.0
EWUS,2014-04-11,34.146415946,0.0
EWUS,2014-04-14,33.5838317292,0.0
EWUS,2014-04-15,33.6245987014,0.0
EWUS,2014-04-16,33.999654846,0.0
